,budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
3307,80000000.0,"['Family', 'Animation']",9904.0,tt0405469,en,The Wild,13.686,"['Walt Disney Pictures', 'C.O.R.E. Feature Animation', 'Contrafilm', 'Hoytyboy Pictures', 'Nigel Productions', 'Sir Zip Studios']","['CA', 'US']",2006-03-06,37384046.0,94.0,['en'],Released,The Wild,5.3,577.0
3309,50000000.0,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",9906.0,tt0429589,en,The Ant Bully,11.701,"['DNA Productions', 'Playtone', 'Legendary Entertainment', 'Warner Bros. Pictures']",['US'],2006-07-28,55181129.0,88.0,['en'],Released,The Ant Bully,5.6,803.0
3310,55000000.0,"['Drama', 'Thriller']",1717.0,tt0405676,en,All the King's Men,7.937,"['Relativity Media', 'Phoenix Pictures', 'VIP 4 Medienfonds', 'Rising Star', 'Columbia Pictures']",['US'],2006-09-10,9450897.0,125.0,['en'],Released,All the King's Men,5.9,163.0
3314,57000000.0,"['Drama', 'History', 'Romance']",1722.0,tt0238112,en,Captain Corelli's Mandolin,11.285,"['Universal Pictures', 'Miramax']","['GB', 'US', 'FR']",2001-04-18,62112895.0,131.0,"['en', 'de', 'el', 'it']",Released,Captain Corelli's Mandolin,5.9,293.0
3315,43000000.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",9913.0,tt0397101,en,The Skeleton Key,13.431,"['Universal Pictures', 'MFPV Film', 'Double Feature Films', 'ShadowCatcher Entertainment', 'Daniel Bobker Productions', 'Brick Dust Productions LLC']","['DE', 'US']",2005-07-29,91974818.0,104.0,['en'],Released,The Skeleton Key,6.5,1163.0
3316,150000000.0,"['Science Fiction', 'Action', 'Adventure']",1724.0,tt0800080,en,The Incredible Hulk,22.323,"['Marvel Studios', 'Universal Pictures']",['US'],2008-06-12,163712074.0,114.0,"['pt', 'es', 'en']",Released,The Incredible Hulk,6.2,7150.0
3317,10000000.0,"['Science Fiction', 'Action']",42684.0,tt1564585,en,Skyline,11.004,"['Rat Entertainment', 'Rogue Pictures', 'Hydraulx', 'Transmission Pictures', 'Relativity Media']",['US'],2010-11-11,66821036.0,92.0,"['en', 'es']",Released,Skyline,4.8,927.0
3318,140000000.0,"['Action', 'Science Fiction', 'Adventure']",1726.0,tt0371746,en,Iron Man,33.9,"['Marvel Studios', 'Paramount', 'Fairview Entertainment']",['US'],2008-04-30,585174222.0,126.0,"['en', 'fa', 'ur', 'ar']",Released,Iron Man,7.6,17493.0
3319,0.0,"['Action', 'Adventure', 'Drama', 'Thriller']",9917.0,tt0456020,en,Waist Deep,7.518,"['RSVP Productions', 'Rogue Pictures']",['US'],2006-06-23,21353303.0,97.0,['en'],Released,Waist Deep,6.4,104.0
3320,0.0,"['Drama', 'History']",9918.0,tt0385726,en,Glory Road,9.292,['Walt Disney Pictures'],['US'],2006-01-13,42647449.0,118.0,['en'],Released,Glory Road,7.3,341.0
3321,55000000.0,"['Action', 'Adventure', 'Fantasy']",1729.0,tt0865556,en,The Forbidden Kingdom,10.097,"['Casey Silver Productions', 'China Film Co-Production Corporation', 'Huayi Brothers', 'Relativity Media', 'Lionsgate']","['CN', 'US']",2008-04-18,127906624.0,104.0,"['en', 'zh']",Released,The Forbidden Kingdom,6.4,911.0
3322,50000000.0,"['Comedy', 'Romance']",9919.0,tt0251127,en,How to Lose a Guy in 10 Days,9.194,['Paramount'],"['DE', 'US']",2003-02-07,177371441.0,116.0,['en'],Released,How to Lose a Guy in 10 Days,6.6,2091.0
3325,98000000.0,"['Adventure', 'Action', 'Fantasy']",1734.0,tt0209163,en,The Mummy Returns,14.584,"['Universal Pictures', 'Alphaville Films', 'Imhotep Productions']",['US'],2001-05-04,433013274.0,130.0,"['en', 'ar']",Released,The Mummy Returns,6.2,4382.0
3327,0.0,['Comedy'],9927.0,tt0267891,en,The Ringer,9.484,['Fox Searchlight Pictures'],['US'],2005-12-23,40442437.0,94.0,['en'],Released,The Ringer,5.7,194.0
3328,75000000.0,"['Animation', 'Comedy', 'Family', 'Science Fiction']",9928.0,tt0358082,en,Robots,13.63,"['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']",['US'],2005-03-10,260696994.0,91.0,"['en', 'it']",Released,Robots,6.3,2864.0
3329,40000000.0,['Comedy'],100042.0,tt2096672,en,Dumb and Dumber To,17.928,"['New Line Cinema', 'Universal Pictures', 'Conundrum Entertainment', 'Red Granite Pictures']",['US'],2014-11-12,169837010.0,110.0,['en'],Released,Dumb and Dumber To,5.5,2049.0
3330,70000000.0,"['Action', 'Science Fiction', 'Thriller']",1738.0,tt0435705,en,Next,11.399,"['Virtual Studios', 'Revolution Studios', 'Saturn Films', 'Paramount', 'Broken Road Productions']",['US'],2007-04-24,76066841.0,96.0,"['en', 'fr', 'de']",Released,Next,5.9,1761.0
3331,2500000.0,"['Comedy', 'Drama', 'Romance']",157386.0,tt1714206,en,The Spectacular Now,9.273,"['Global Produce', '21 Laps Entertainment', 'Andrew Lauren Productions (ALP)']",['US'],2013-08-02,6854611.0,95.0,['en'],Released,The Spectacular Now,6.6,2003.0
3333,35000000.0,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",18126.0,tt1114677,en,Hannah Montana: The Movie,12.836,"[""It's a Laugh Productions"", 'Millar Gough Ink', 'Walt Disney Pictures']",['US'],2009-04-10,155545279.0,102.0,['en'],Released,Hannah Montana: The Movie,6.4,1236.0
3334,0.0,"['Music', 'Comedy', 'Drama']",26320.0,tt1127896,en,Taking Woodstock,8.645,['Focus Features'],['US'],2009-09-03,9975737.0,120.0,['en'],Released,Taking Woodstock,6.3,244.0
3337,16000000.0,"['Comedy', 'Drama', 'Romance']",83666.0,tt1748122,en,Moonrise Kingdom,13.336,"['Focus Features', 'Scott Rudin Productions', 'Indian Paintbrush', 'American Empirical Pictures', 'Moonrise']",['US'],2012-05-24,68263166.0,94.0,['en'],Released,Moonrise Kingdom,7.7,3473.0
3338,13000000.0,"['Drama', 'Crime']",9950.0,tt0419749,en,Find Me Guilty,9.468,"['Bob DeBrino Entertainment', 'Yari Film Group Releasing', 'BDE Entertainment', 'Bob Yari Productions', 'Syndicate Films International', 'Crossroads Entertainment (II)', 'Three Wolves Productions', 'MHF Zweite Academy Film', 'One Race']","['DE', 'US']",2006-03-16,2636637.0,125.0,['en'],Released,Find Me Guilty,6.6,257.0
3340,20000000.0,"['Comedy', 'Fantasy', 'Romance']",526050.0,tt8085790,en,Little,12.349,"['Will Packer Productions', 'Universal Pictures', 'Legendary Entertainment', 'Khalabo Ink Society']",['US'],2019-04-04,17399000.0,108.0,['en'],Released,Little,6.5,266.0
3343,68000000.0,['Comedy'],214756.0,tt2637276,en,Ted 2,23.088,"['Smart Entertainment', 'Universal Pictures', 'Fuzzy Door Productions', 'Bluegrass Films', 'Media Rights Capital']",['US'],2015-06-25,215863606.0,115.0,['en'],Released,Ted 2,6.1,4611.0
3344,75000000.0,"['Action', 'Comedy']",59108.0,tt0471042,en,Tower Heist,11.825,"['Universal Pictures', 'Image Entertainment', 'Relativity Media', 'Rat Entertainment']",['US'],2011-11-02,152930623.0,104.0,['en'],Released,Tower Heist,6.0,1814.0
3346,10000000.0,"['Horror', 'Thriller', 'Mystery']",321258.0,tt3882082,en,The Boy,15.952,"['Lakeshore Entertainment', 'Vertigo Entertainment', 'Diamond Films', 'STX Entertainment']","['US', 'CN', 'CA']",2016-01-22,64188367.0,97.0,['en'],Released,The Boy,5.8,2471.0
3349,110000000.0,"['Thriller', 'Action', 'Adventure', 'Comedy', 'Crime']",34544.0,tt0429493,en,The A-Team,11.807,"['Phoenix Film Partners', 'Dune Entertainment', 'Stephen J. Cannell Productions', 'Top Cow Productions', 'Scott Free Productions', 'Big Screen Productions', '20th Century Fox', 'Ingenious Media']",['US'],2010-06-10,177238796.0,119.0,"['de', 'en', 'es', 'fr', 'sw']",Released,The A-Team,6.3,2986.0
3350,6000000.0,['Documentary'],1777.0,tt0361596,en,Fahrenheit 9/11,8.591000000000001,"['Fellowship Adventure Group', 'BIM Distribuzione']",['US'],2004-06-25,119114517.0,123.0,"['ar', 'en']",Released,Fahrenheit 9/11,7.1,807.0
3356,50000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",9975.0,tt0381971,en,Curious George,10.103,"['Universal Animation Studios', 'Imagine Entertainment', 'Universal Pictures']","['DE', 'US']",2006-02-10,69834815.0,87.0,['en'],Released,Curious George,6.1,221.0
3357,21000000.0,"['Thriller', 'Horror']",157433.0,tt0837563,en,Pet Sematary,22.975,"['Di Bonaventura Pictures', 'Room 101']",['US'],2019-04-04,112399944.0,101.0,['en'],Released,Pet Sematary,5.8,1719.0
3358,40000000.0,"['Adventure', 'Action', 'Family']",9978.0,tt0457495,en,Stormbreaker,8.716000000000001,"['Isle of Man Film', 'Samuelson Productions', 'The Weinstein Company']","['DE', 'GB', 'US']",2006-07-21,23937870.0,93.0,['en'],Released,Stormbreaker,5.1,430.0
3359,300000000.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",141052.0,tt0974015,en,Justice League,34.471,"['DC Comics', 'DC Entertainment', 'RatPac-Dune Entertainment', 'Cruel & Unusual Films', 'Atlas Entertainment', 'Lensbern Productions', 'Dune Entertainment', 'Warner Bros. Pictures', 'DC Films']",['US'],2017-11-15,657924295.0,120.0,['en'],Released,Justice League,6.2,8505.0
3360,150000000.0,"['Animation', 'Family', 'Comedy']",9982.0,tt0371606,en,Chicken Little,15.497,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",['US'],2005-11-04,314432665.0,81.0,['en'],Released,Chicken Little,5.8,2337.0
3362,55000000.0,['Comedy'],1792.0,tt0338466,en,Stuck on You,12.095,"['Conundrum Entertainment', '20th Century Fox']",['US'],2003-12-10,65784503.0,119.0,['en'],Released,Stuck on You,5.3,387.0
3364,11500000.0,"['Comedy', 'Crime']",18176.0,tt1018818,en,Assassination of a High School President,7.0,"['Yari Film Group', 'Vertigo Entertainment']",['US'],2008-01-17,69564.0,93.0,['en'],Released,Assassination of a High School President,6.0,172.0
3365,17500000.0,['Comedy'],9988.0,tt0486551,en,Beerfest,11.593,['Broken Lizard Industries'],['US'],2006-08-25,19179969.0,110.0,"['de', 'en']",Released,Beerfest,5.8,293.0
3366,30000000.0,"['Action', 'Crime', 'Drama']",9989.0,tt0218817,en,Antitrust,8.07,"['Industry Entertainment', 'Epsilon Motion Pictures', 'Hyde Park Films', 'Metro-Goldwyn-Mayer']","['CA', 'US']",2001-01-12,18195610.0,108.0,['en'],Released,Antitrust,6.1,284.0
3370,3000000.0,"['Crime', 'Drama']",1807.0,tt0363589,en,Elephant,9.335,"['HBO Films', 'Fearmakers Studios', 'Blue Relief Productions', 'Meno Films', 'Fine Line Features']",['US'],2003-09-06,10012022.0,82.0,['en'],Released,Elephant,7.1,962.0
3374,1987650.0,"['Drama', 'Thriller', 'Mystery']",26388.0,tt1462758,en,Buried,9.82,"['Versus Entertainment', 'The Safran Company', 'Dark Trick Films', 'Studio 37']","['ES', 'US', 'FR']",2010-09-24,19152480.0,94.0,['en'],Released,Buried,6.6,1673.0
3378,52000000.0,"['Action', 'Crime', 'Thriller']",26389.0,tt1179034,en,From Paris with Love,12.916,"['M6', 'M6 Films', 'TPS Star', 'Grive Productions', 'EuropaCorp', 'Apipoulaï', 'W9', 'Canal+']","['GB', 'FR']",2010-02-04,52826594.0,92.0,"['de', 'en', 'fr', 'zh']",Released,From Paris with Love,6.2,1213.0
3379,13000000.0,"['Thriller', 'Drama']",1817.0,tt0183649,en,Phone Booth,10.181,['Fox 2000 Pictures'],['US'],2002-09-09,97837138.0,81.0,"['en', 'sw']",Released,Phone Booth,6.8,2119.0
3380,17000000.0,"['Crime', 'Drama', 'Thriller']",26390.0,tt1210042,en,Brooklyn's Finest,12.775,"['Nu Image', 'Langley Productions', 'Fuqua Films', 'Millennium Films', 'Thunder Road']",['US'],2009-01-16,36440201.0,133.0,['en'],Released,Brooklyn's Finest,6.4,507.0
3381,54000000.0,"['Comedy', 'Romance']",1819.0,tt0463034,en,"You, Me and Dupree",11.582,"['MMCB Film Produktion 2004', 'Universal Pictures', 'Kaplan/Perrone Entertainment']",['US'],2006-07-14,130431368.0,108.0,['en'],Released,"You, Me and Dupree",5.5,834.0
3382,62000000.0,"['Thriller', 'Action', 'Crime']",345887.0,tt3766354,en,The Equalizer 2,23.752,"['Mace Neufeld Productions', 'Columbia Pictures', 'Lonetree Entertainment', 'Fuqua Films', 'Escape Artists', 'Sony Pictures', 'ZHIV Productions']",['US'],2018-07-19,102084362.0,122.0,"['ar', 'en', 'fr', 'he', 'es', 'tr']",Released,The Equalizer 2,6.5,2543.0
3383,75000000.0,"['Comedy', 'Romance']",1824.0,tt0343660,en,50 First Dates,15.050999999999998,"['Happy Madison Productions', 'Anonymous Content', 'Flower Films', 'Columbia Pictures']",['US'],2004-02-13,196482882.0,99.0,['en'],Released,50 First Dates,6.8,4613.0
3384,28000000.0,"['Action', 'Horror', 'Science Fiction']",10016.0,tt0228333,en,Ghosts of Mars,12.76,"['Animationwerks', 'Screen Gems', 'Storm King Productions']",['US'],2001-08-24,14010832.0,98.0,['en'],Released,Ghosts of Mars,5.0,572.0
3387,50000000.0,"['Crime', 'Drama', 'Thriller']",1830.0,tt0399295,en,Lord of War,13.647,"['Endgame Entertainment', 'Entertainment Manufacturing Company', 'Ascendant Pictures', 'Saturn Films', 'Rising Star', 'Copag V']","['FR', 'US', 'DE']",2005-09-16,72617068.0,122.0,"['ar', 'de', 'en', 'fr', 'ru', 'es', 'uk', 'tr']",Released,Lord of War,7.2,2586.0
3388,30000000.0,['Drama'],10024.0,tt1078588,en,My Sister's Keeper,12.921,"['Mark Johnson Productions', 'Gran Via Productions', 'Curmudgeon Films', 'New Line Cinema']",['US'],2009-06-26,95714875.0,109.0,"['hr', 'en']",Released,My Sister's Keeper,7.3,1298.0
3390,28000000.0,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']",10025.0,tt0397078,en,Just My Luck,12.255999999999998,"['New Regency Pictures', 'Regency Enterprises', 'Cheyenne Enterprises']",['US'],2006-02-28,38159905.0,103.0,['en'],Released,Just My Luck,6.0,1236.0
3391,18000000.0,"['Romance', 'Music', 'Family']",10028.0,tt0322589,en,Honey,11.731,"['NuAmerica Entertainment', 'Universal Pictures', 'Marc Platt Productions']",['US'],2003-11-24,62646763.0,94.0,['en'],Released,Honey,6.2,714.0
3392,0.0,['Documentary'],18221.0,tt0290296,en,Space Station 3D,6.812,"['NASA', 'IMAX', 'Lockheed Martin Corporation']","['CA', 'US']",2002-04-17,163333893.0,47.0,['en'],Released,Space Station 3D,6.5,20.0
3393,25000000.0,['Comedy'],10030.0,tt0452625,en,Good Luck Chuck,12.748,"['Milestone Entertainment', 'Lionsgate', 'Karz Entertainment', 'Alberta Film Development Program of the Alberta Government', 'Chuck Productions']","['CA', 'US']",2007-09-21,59192128.0,101.0,['en'],Released,Good Luck Chuck,5.7,839.0
3394,0.0,['Comedy'],10032.0,tt0480271,en,Van Wilder 2: The Rise of Taj,8.599,['Metro-Goldwyn-Mayer'],['US'],2006-12-01,6086508.0,97.0,['en'],Released,Van Wilder 2: The Rise of Taj,5.0,259.0
3396,0.0,"['Comedy', 'Romance']",1845.0,tt0841044,en,2 Days in Paris,9.019,"['3L Filmproduktion GmbH', 'Polaris Film Productions', 'Tempête Sous Un Crâne Productions', 'Focus Features']","['FR', 'DE']",2007-02-09,19776159.0,96.0,"['en', 'fr', 'de']",Released,2 Days in Paris,6.4,212.0
3398,245000000.0,"['Action', 'Adventure', 'Crime']",206647.0,tt2379713,en,Spectre,31.126,"['Danjaq', 'B24', 'Columbia Pictures', 'Metro-Goldwyn-Mayer', 'Eon Productions']","['GB', 'US']",2015-10-26,880674609.0,148.0,"['fr', 'en', 'es', 'it', 'de']",Released,Spectre,6.4,7281.0
3399,4900000.0,"['Thriller', 'Mystery', 'Horror', 'Drama']",345911.0,tt4786282,en,Lights Out,13.009,"['Atomic Monster', 'New Line Productions', 'Matter Productions']",['US'],2016-07-21,148868835.0,81.0,['en'],Released,Lights Out,6.3,2509.0
3402,65000000.0,"['Drama', 'History', 'Thriller']",1852.0,tt0469641,en,World Trade Center,10.86,"['Paramount', 'Double Feature Films', 'Intermedia Films', 'Kernos Filmproduktionsgesellschaft & Company']",['US'],2006-08-09,162945894.0,128.0,['en'],Released,World Trade Center,6.1,907.0
3403,25000000.0,"['Adventure', 'Drama']",83770.0,tt0337692,en,On the Road,14.385,"['SPAD Films', 'American Zoetrope', 'Jerry Leider Company', 'Vanguard Films', 'France 2 Cinéma', 'Ciné+', 'Videofilmes', 'K&S Films', 'Nomadic Pictures', 'MK2 Productions', 'Film4 Productions', 'Canal+', 'France Télévisions']","['BR', 'FR', 'GB', 'US']",2012-05-22,8784318.0,137.0,"['en', 'fr']",Released,On the Road,5.6,561.0
3406,36000000.0,"['Drama', 'Romance']",345920.0,tt4682786,en,Collateral Beauty,10.37,"['Village Roadshow Pictures', 'Likely Story', 'Anonymous Content', 'New Line Cinema', 'PalmStar Media', 'Overbrook Entertainment']",['US'],2016-12-06,88528280.0,97.0,['en'],Released,Collateral Beauty,7.2,3683.0
3407,50000000.0,"['Adventure', 'Fantasy', 'Drama', 'Romance']",18239.0,tt1259571,en,The Twilight Saga: New Moon,19.656,"['Summit Entertainment', 'Temple Hill Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Sunswept Entertainment']",['US'],2009-03-15,709827462.0,131.0,"['en', 'it']",Released,The Twilight Saga: New Moon,5.8,5809.0
3410,22000000.0,['Comedy'],345922.0,tt3401882,en,Fist Fight,10.999,"['Wrigley Pictures', 'New Line Cinema', 'Van Brand', '21 Laps Entertainment', 'Village Roadshow Pictures']",['US'],2017-02-16,41087017.0,91.0,['en'],Released,Fist Fight,6.0,778.0
3411,15000000.0,['Horror'],10053.0,tt0455857,en,When a Stranger Calls,10.945,"['Davis Entertainment', 'Screen Gems']",['US'],2006-02-03,66966987.0,87.0,['en'],Released,When a Stranger Calls,5.6,609.0
3412,35000000.0,"['Action', 'Comedy', 'Family', 'Adventure']",10054.0,tt0227538,en,Spy Kids,9.198,"['Troublemaker Studios', 'Dimension Films', 'Miramax']",['US'],2001-03-18,147934180.0,88.0,"['es', 'en']",Released,Spy Kids,5.7,2099.0
3413,40000000.0,"['Comedy', 'Romance', 'Drama']",18240.0,tt1041829,en,The Proposal,12.698,"['Kurtzman/Orci', 'Touchstone Pictures', 'Mandeville Films']",['US'],2009-06-01,317375031.0,108.0,['en'],Released,The Proposal,6.9,3881.0
3415,380000000.0,"['Adventure', 'Action', 'Fantasy']",1865.0,tt1298650,en,Pirates of the Caribbean: On Stranger Tides,23.984,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Moving Picture Company']",['US'],2011-05-14,1045713802.0,136.0,"['en', 'es']",Released,Pirates of the Caribbean: On Stranger Tides,6.4,9439.0
3416,25000000.0,"['Comedy', 'Drama']",51017.0,tt1787759,en,Madea's Big Happy Family,7.082000000000002,['Lions Gate Films'],['US'],2011-04-22,53213633.0,106.0,['en'],Released,Madea's Big Happy Family,6.9,83.0
3417,40000000.0,['Drama'],10060.0,tt0430308,en,Get Rich or Die Tryin',11.557,"['Cent Productions Inc.', 'Paramount', 'MTV Films']",['US'],2005-11-09,46442528.0,117.0,"['en', 'es']",Released,Get Rich or Die Tryin',6.4,422.0
3418,0.0,"['Thriller', 'Horror']",10063.0,tt0455362,en,The Breed,9.784,"['ApolloProMovie', 'First Look Pictures']","['ZA', 'DE', 'US']",2006-05-17,1675484.0,90.0,['en'],Released,The Breed,5.0,174.0
3419,25000000.0,['Thriller'],10064.0,tt0389957,en,Edison,6.792000000000002,"['Brightlight Pictures', 'Emmett Furla Oasis Films', 'VIP 3 Medienfonds', 'Ascendant Pictures', 'Rising Star', 'Millennium Films', 'Nu Image']",['US'],2005-07-29,4165675.0,99.0,['en'],Released,Edison,5.4,165.0
3420,19000000.0,['Horror'],10065.0,tt0384806,en,The Amityville Horror,13.047,"['Platinum Dunes', 'Dimension Films', 'Metro-Goldwyn-Mayer', 'Radar Pictures']",['US'],2005-04-14,108047131.0,90.0,['en'],Released,The Amityville Horror,6.1,1333.0
3422,40000000.0,"['Horror', 'Drama']",10066.0,tt0397065,en,House of Wax,14.673,"['Village Roadshow Pictures', 'Dark Castle Entertainment', 'Warner Bros. Pictures']",['US'],2005-04-30,68766121.0,113.0,"['en', 'ru']",Released,House of Wax,5.7,1591.0
3423,50000000.0,"['Comedy', 'Family']",10067.0,tt0393735,en,The Shaggy Dog,8.993,"['Walt Disney Pictures', 'Mandeville Films', 'Boxing Cat Films']",['US'],2006-03-09,61112916.0,98.0,['en'],Released,The Shaggy Dog,4.7,358.0
3424,3200000.0,"['Action', 'Comedy', 'Horror', 'Thriller']",10070.0,tt0426459,en,Feast,10.999,"['Maloof Motion Pictures', 'Neo Art & Logic', 'Dimension Films', 'LivePlanet', 'Five Course Films']",['US'],2005-10-14,658573.0,95.0,['en'],Released,Feast,6.2,277.0
3425,13000000.0,"['Fantasy', 'Drama']",34647.0,tt1191111,en,Enter the Void,12.155,"['BIM Distribuzione', 'Wild Bunch', 'Canal+']","['CA', 'FR', 'DE', 'IT']",2009-06-17,754249.0,161.0,"['en', 'ja']",Released,Enter the Void,7.3,925.0
3427,20000000.0,['Comedy'],10073.0,tt0466342,en,Date Movie,11.12,"['Regency Enterprises', 'New Regency Pictures', 'Epsilon Motion Pictures']","['CH', 'US']",2006-02-17,48548426.0,83.0,['en'],Released,Date Movie,3.8,510.0
3428,0.0,"['Action', 'Comedy']",10074.0,tt0787475,en,Hot Rod,10.559,['Paramount'],['US'],2007-08-03,14334401.0,88.0,['en'],Released,Hot Rod,6.4,533.0
3429,120000000.0,"['Action', 'Science Fiction', 'Adventure', 'Mystery']",75612.0,tt1483013,en,Oblivion,17.034000000000002,"['Universal Pictures', 'Relativity Media', 'Monolith Pictures (III)', 'Chernin Entertainment', 'Radical Studios']",['US'],2013-04-10,286168572.0,124.0,['en'],Released,Oblivion,6.5,7484.0
3430,7000000.0,"['Romance', 'Drama']",34653.0,tt1315981,en,A Single Man,12.397,"['Fade to Black Productions', 'Depth of Field', 'Artina Films']",['US'],2009-10-19,24964890.0,97.0,"['en', 'es']",Released,A Single Man,7.4,953.0
3431,12000000.0,['Horror'],26466.0,tt1187064,en,Triangle,10.425999999999998,"['Dan Films', 'Pictures in Paradise']","['AU', 'GB']",2009-10-16,1594955.0,99.0,['en'],Released,Triangle,6.8,1249.0
3432,9000000.0,"['Drama', 'War', 'History']",403300.0,tt5827916,en,A Hidden Life,15.632,"['Studio Babelsberg', 'Iris Productions', 'Fox Searchlight Pictures', 'Medienboard Berlin-Brandenburg']","['DE', 'IT', 'US']",2019-12-11,3033700.0,174.0,"['en', 'de']",Released,A Hidden Life,7.2,87.0
3434,120000000.0,"['Adventure', 'Action', 'Science Fiction']",1894.0,tt0121765,en,Star Wars: Episode II - Attack of the Clones,17.89,"['Lucasfilm', '20th Century Fox']",['US'],2002-05-15,649398328.0,142.0,['en'],Released,Star Wars: Episode II - Attack of the Clones,6.5,8270.0
3435,113000000.0,"['Science Fiction', 'Adventure', 'Action']",1895.0,tt0121766,en,Star Wars: Episode III - Revenge of the Sith,19.758,"['Lucasfilm', '20th Century Fox']",['US'],2005-05-17,850000000.0,140.0,['en'],Released,Star Wars: Episode III - Revenge of the Sith,7.3,8545.0
3436,12000000.0,"['Crime', 'Drama']",75622.0,tt1640548,en,Rampart,6.645,"['Lightstream Pictures', 'Waypoint Entertainment', 'TheThird Mind Pictures', 'Amalgam Features']",['US'],2011-11-23,972512.0,108.0,['en'],Released,Rampart,5.5,208.0
3438,13000000.0,"['Thriller', 'Horror']",157544.0,tt1524575,en,The Vatican Tapes,9.706,"['Lionsgate', 'Lakeshore Entertainment', 'H2F Entertainment', 'Pantelion Films']",['US'],2015-07-24,1784763.0,91.0,"['en', 'de']",Released,The Vatican Tapes,4.7,408.0
3440,48000000.0,"['Thriller', 'Drama', 'Crime']",1900.0,tt0181865,en,Traffic,13.311,"['USA Films', 'Compulsion Inc.', 'Initial Entertainment Group (IEG)', 'Splendid Medien AG', 'Bedford Falls Productions']","['DE', 'US']",2000-12-27,207515725.0,147.0,"['es', 'en']",Released,Traffic,7.1,1124.0
3441,1000000.0,"['Horror', 'Thriller']",10092.0,tt0384286,en,Cry Wolf,9.461,['Universal Pictures'],['US'],2005-09-16,10047674.0,90.0,"['en', 'es', 'de', 'pt']",Released,Cry Wolf,5.6,285.0
3442,15000000.0,"['Drama', 'Horror', 'Thriller']",10093.0,tt0433442,en,The Return,6.167000000000002,"['Rogue Pictures', 'Intrepid Pictures', 'Raygun Productions', 'Biscayne Pictures', 'Rosey Film Productions']",['US'],2006-11-10,11992014.0,85.0,['en'],Released,The Return,4.9,108.0
3443,68000000.0,"['Romance', 'Science Fiction', 'Fantasy', 'Drama', 'Thriller']",1903.0,tt0259711,en,Vanilla Sky,11.475,"['Paramount', 'Cruise-Wagner Productions', 'Vinyl Films']",['US'],2001-12-10,203388341.0,136.0,['en'],Released,Vanilla Sky,6.8,2275.0
3444,85000000.0,"['History', 'Romance']",1904.0,tt0397535,en,Memoirs of a Geisha,13.839,"['Spyglass Entertainment', 'Red Wagon Productions', 'Columbia Pictures', 'DreamWorks Pictures']",['US'],2005-12-06,162242962.0,146.0,"['fr', 'en', 'ja']",Released,Memoirs of a Geisha,7.6,1508.0
3447,40000000.0,"['Drama', 'Adventure', 'Romance', 'Thriller']",1907.0,tt0163978,en,The Beach,11.978,['Figment Films'],"['GB', 'US']",2000-02-03,144056873.0,119.0,"['en', 'fr', 'hr', 'sv', 'th']",Released,The Beach,6.4,2678.0
3451,12000000.0,"['Comedy', 'Drama', 'Romance']",427900.0,tt5719700,en,Home Again,9.613,"['Black Bicycle Entertainment', 'Waverly Films']",['US'],2017-09-07,27020284.0,97.0,['en'],Released,Home Again,6.0,788.0
3454,3730500.0,"['Action', 'Crime']",116613.0,tt0857190,en,The Sweeney,8.706,"['Vertigo Films', 'Embargo Films', 'Exponential Films']",['GB'],2012-09-11,6294161.0,112.0,"['sr', 'en']",Released,The Sweeney,5.9,157.0
3455,0.0,['Comedy'],10118.0,tt0433412,en,Material Girls,7.858,"['Patriot Pictures', 'Maverick Films', 'Rafter H Entertainment', 'Metro-Goldwyn-Mayer']",['US'],2006-08-18,11449638.0,97.0,['en'],Released,Material Girls,5.1,310.0
3456,59000000.0,"['Animation', 'Family', 'Fantasy']",370567.0,tt2296777,en,Sherlock Gnomes,10.368,"['Rocket Pictures', 'Paramount Animation', 'Metro-Goldwyn-Mayer']","['GB', 'US']",2018-03-15,87625666.0,86.0,['en'],Released,Sherlock Gnomes,5.5,422.0
3458,215000000.0,"['Action', 'Adventure', 'Fantasy']",1930.0,tt0948470,en,The Amazing Spider-Man,21.753,"['Columbia Pictures', 'Marvel Entertainment', 'Laura Ziskin Productions', 'Sony Pictures']",['US'],2012-06-27,752215857.0,136.0,['en'],Released,The Amazing Spider-Man,6.5,11399.0
3459,13000000.0,"['Drama', 'Music']",1931.0,tt0775539,en,Stomp the Yard,8.105,"['Screen Gems', 'Rainforest Entertainment']",['US'],2007-05-16,75511123.0,114.0,['en'],Released,Stomp the Yard,6.5,195.0
